NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
ZSWIM1	1	ENSG00000168612	
TPPP3	1	ENSG00000159713	
ERI3	1	ENSG00000117419	
SSNA1	1	ENSG00000176101	
CCDC18-AS1	1	ENSG00000223745	
ARF5	1	ENSG00000004059	
GPR75	1	ENSG00000119737	
EIF4E	1	ENSG00000151247	
RDH11	1	ENSG00000072042	
AP2M1	1	ENSG00000161203	
SUCO	1	ENSG00000094975	
RNPS1	1	ENSG00000205937	
FEM1C	1	ENSG00000145780	
BTG2	1	ENSG00000159388	
RABAC1	1	ENSG00000105404	
MRPS18A	1	ENSG00000096080	
SSBL4P	1	ENSG00000230832	
ARHGEF16	1	ENSG00000130762	
SLMAP	1	ENSG00000163681	
TMEM67	1	ENSG00000164953	
SGSM3	1	ENSG00000100359	
WASF4P	1	ENSG00000188459	
NCOA6	1	ENSG00000198646	
RPL41P1	1	ENSG00000227063	
IFT22	1	ENSG00000128581	
ADNP2	1	ENSG00000101544	
SHARPIN	1	ENSG00000179526	
TMEM205	1	ENSG00000105518	
CABLES2	1	ENSG00000149679	
BLMH	1	ENSG00000108578	
MED22	1	ENSG00000148297	
CLPTM1	1	ENSG00000104853	
CYLD	1	ENSG00000083799	
SNHG1	1	ENSG00000255717	
FKBP15	1	ENSG00000119321	
SEPTIN7P6	1	ENSG00000241007	
AMER1	1	ENSG00000184675	
LYPLA1	1	ENSG00000120992	
VAMP2	1	ENSG00000220205	
IFT88	1	ENSG00000032742	
ETFB	1	ENSG00000105379	
RPL9	1	ENSG00000163682	
NDRG3	1	ENSG00000101079	
MRPS34	1	ENSG00000074071	
TOPORS	1	ENSG00000197579	
ZNF251	1	ENSG00000198169	
NDUFA6	1	ENSG00000184983	
GRIPAP1	1	ENSG00000068400	
ANAPC11	1	ENSG00000141552	
SLC35E2A	1	ENSG00000215790	
ALS2	1	ENSG00000003393	
ABCD1	1	ENSG00000101986	
ZNHIT1	1	ENSG00000106400	
LRP10	1	ENSG00000197324	
RNF145	1	ENSG00000145860	
NCAPH2	1	ENSG00000025770	
SPRTN	1	ENSG00000010072	
AP5M1	1	ENSG00000053770	
ZNF559	1	ENSG00000188321	
TMEM11	1	ENSG00000178307	
IFT20	1	ENSG00000109083	
ROCK2	1	ENSG00000134318	
ILF2	1	ENSG00000143621	
EEF2KMT	1	ENSG00000118894	
SENP7	1	ENSG00000138468	
ZNF92	1	ENSG00000146757	
SECISBP2	1	ENSG00000187742	
IL17RC	1	ENSG00000163702	
RTN4R	1	ENSG00000040608	
EFNA3	1	ENSG00000143590	
TMEM14A	1	ENSG00000096092	
BRD2	1	ENSG00000204256	
ITGB8	1	ENSG00000105855	
MRPS25	1	ENSG00000131368	
ZXDA	1	ENSG00000198205	
DVL1	1	ENSG00000107404	
MEA1	1	ENSG00000124733	
EIF2S3B	1	ENSG00000180574	
HS6ST3	1	ENSG00000185352	
USP46	1	ENSG00000109189	
DIPK1B	1	ENSG00000165716	
STAT6	1	ENSG00000166888	
YIPF4	1	ENSG00000119820	
RTL8A	1	ENSG00000203950	
COQ10B	1	ENSG00000115520	
CBS	1	ENSG00000160200	
THAP1	1	ENSG00000131931	
NUDT7	1	ENSG00000140876	
DCLRE1A	1	ENSG00000198924	
PRPF31	1	ENSG00000105618	
ACAP3	1	ENSG00000131584	
DNAJC5	1	ENSG00000101152	
TMEM219	1	ENSG00000149932	
RAD50	1	ENSG00000113522	
LPIN1	1	ENSG00000134324	
NPHP1	1	ENSG00000144061	
WDR37	1	ENSG00000047056	
INO80B	1	ENSG00000115274	
SLC35F3	1	ENSG00000183780	
MAPKAPK3	1	ENSG00000114738	
YBEY	1	ENSG00000182362	
SYNGR1	1	ENSG00000100321	
RPL17P7	1	ENSG00000244716	
SDK2	1	ENSG00000069188	
OGFOD1	1	ENSG00000087263	
MAP9	1	ENSG00000164114	
TVP23C	1	ENSG00000175106	
EXOSC10	1	ENSG00000171824	
NEBL	1	ENSG00000078114	
SETD5	1	ENSG00000168137	
DNTTIP1	1	ENSG00000101457	
PSIP1	1	ENSG00000164985	
CROCCP2	1	ENSG00000215908	
ATP6V0C	1	ENSG00000185883	
FOXK2	1	ENSG00000141568	
CCDC61	1	ENSG00000104983	
YIPF5	1	ENSG00000145817	
ATG3	1	ENSG00000144848	
ADA	1	ENSG00000196839	
IMMP2L	1	ENSG00000184903	
PPP1R12A	1	ENSG00000058272	
RUVBL1	1	ENSG00000175792	
TERF2	1	ENSG00000132604	
AP1AR	1	ENSG00000138660	
ZNF557	1	ENSG00000130544	
IPO8	1	ENSG00000133704	
MIPEP	1	ENSG00000027001	
AHCYL2	1	ENSG00000158467	
NASPP1	1	ENSG00000255397	
DRC3	1	ENSG00000171962	
DDA1	1	ENSG00000130311	
VDAC1P2	1	ENSG00000213856	
PRKAR1A	1	ENSG00000108946	
TMEM38B	1	ENSG00000095209	
DNAJC16	1	ENSG00000116138	
HECTD1	1	ENSG00000092148	
GNAI3	1	ENSG00000065135	
ACOT13	1	ENSG00000112304	
ZNF444	1	ENSG00000167685	
MGAT1	1	ENSG00000131446	
DENND3	1	ENSG00000105339	
NDUFAF3	1	ENSG00000178057	
PEPD	1	ENSG00000124299	
BEND7	1	ENSG00000165626	
VDAC1P1	1	ENSG00000073905	
RPS15P4	1	ENSG00000233762	
METTL4	1	ENSG00000101574	
ITPKA	1	ENSG00000137825	
SLC9A8	1	ENSG00000197818	
GNB1	1	ENSG00000078369	
REXO1	1	ENSG00000079313	
ZNF638	1	ENSG00000075292	
NPM1P27	1	ENSG00000249353	
PSMC5	1	ENSG00000087191	
F8A1	1	ENSG00000185990	
USP1	1	ENSG00000162607	
CDK20	1	ENSG00000156345	
SIMC1	1	ENSG00000170085	
AHCY	1	ENSG00000101444	
CCDC124	1	ENSG00000007080	
CA11	1	ENSG00000063180	
DCP1B	1	ENSG00000151065	
DDX12B	1	ENSG00000111788	
PIGQ	1	ENSG00000007541	
PLEKHA6	1	ENSG00000143850	
TMSB15B	1	ENSG00000158427	
RPLP0P9	1	ENSG00000229119	
ACOT1	1	ENSG00000184227	
C1orf131	1	ENSG00000143633	
BDP1	1	ENSG00000145734	
FHL1	1	ENSG00000022267	
LRRC14	1	ENSG00000160959	
PABPC5	1	ENSG00000174740	
SRP54	1	ENSG00000100883	
PPP3CA	1	ENSG00000138814	
FBRS	1	ENSG00000156860	
MPDU1	1	ENSG00000129255	
ABCA1	1	ENSG00000165029	
CIRBP	1	ENSG00000099622	
GPATCH2	1	ENSG00000092978	
GGA3	1	ENSG00000125447	
TJP3	1	ENSG00000105289	
LRRC75B	1	ENSG00000178026	
DGKQ	1	ENSG00000145214	
IER2	1	ENSG00000160888	
CYB5A	1	ENSG00000166347	
UBC	1	ENSG00000150991	
NSUN6	1	ENSG00000241058	
EVI5L	1	ENSG00000142459	
ACTMAP	1	ENSG00000188493	
RBM43	1	ENSG00000184898	
BAZ2B	2	ENSG00000123636:ENSG00000226266	
DUSP15	1	ENSG00000149599	
NOC4L	1	ENSG00000184967	
NBEAL2	1	ENSG00000160796	
APOL2	1	ENSG00000128335	
MAML1	1	ENSG00000161021	
FOXO4	1	ENSG00000184481	
TUFM	1	ENSG00000178952	
MAN2C1	1	ENSG00000140400	
NSUN5P2	1	ENSG00000106133	
POLE3	1	ENSG00000148229	
POLR2F	1	ENSG00000100142	
ECHS1	1	ENSG00000127884	
SP140L	1	ENSG00000185404	
EPHB3	1	ENSG00000182580	
ZDHHC3	1	ENSG00000163812	
ASPSCR1	1	ENSG00000169696	
PKP4P1	1	ENSG00000229670	
LACTB	1	ENSG00000103642	
PRKD2	1	ENSG00000105287	
SF3A3P1	1	ENSG00000230568	
SORBS3	1	ENSG00000120896	
RPS11P5	1	ENSG00000232888	
PITPNB	1	ENSG00000180957	
FCER1G	1	ENSG00000158869	
DPH3	1	ENSG00000154813	
TOMM40L	1	ENSG00000158882	
PNKP	1	ENSG00000039650	
SGTA	1	ENSG00000104969	
SETDB1	1	ENSG00000143379	
AZIN1	1	ENSG00000155096	
H1-2	1	ENSG00000187837	
ZNF524	1	ENSG00000171443	
UBL5	1	ENSG00000198258	
PTPRU	1	ENSG00000060656	
PPFIBP1	1	ENSG00000110841	
ETV4	1	ENSG00000175832	
TRIR	1	ENSG00000123144	
USP12PX	1	ENSG00000226081	
SMARCD1	1	ENSG00000066117	
SFXN2	1	ENSG00000156398	
NAGPA	1	ENSG00000103174	
ODF3B	1	ENSG00000177989	
DYM	1	ENSG00000141627	
MIF4GD	1	ENSG00000125457	
ZNF841	1	ENSG00000197608	
DNAJA2	1	ENSG00000069345	
ARHGEF6	1	ENSG00000129675	
CDC25A	1	ENSG00000164045	
RALGDS	1	ENSG00000160271	
SLC12A2	1	ENSG00000064651	
RPS6KA6	1	ENSG00000072133	
WDFY1	1	ENSG00000085449	
SKP2	1	ENSG00000145604	
NDUFA1	1	ENSG00000125356	
TM2D1	1	ENSG00000162604	
HMGN1P36	1	ENSG00000235734	
LPCAT3	1	ENSG00000111684	
COL6A6	1	ENSG00000206384	
WDR76	1	ENSG00000092470	
TCAP	1	ENSG00000173991	
TAP2	1	ENSG00000204267	
ZNF189	1	ENSG00000136870	
TXNDC9	1	ENSG00000115514	
TMEM222	1	ENSG00000186501	
PPP2R1A	1	ENSG00000105568	
ZNF689	1	ENSG00000156853	
JMJD7-PLA2G4B	1	ENSG00000168970	
TMEM42	1	ENSG00000169964	
METTL2B	1	ENSG00000165055	
WASH4P	1	ENSG00000234769	
BRWD3	1	ENSG00000165288	
NOLC1	1	ENSG00000166197	
PLPP1	1	ENSG00000067113	
PROSER3	1	ENSG00000167595	
BBS2	1	ENSG00000125124	
RPL13AP7	1	ENSG00000213885	
MRPL2	1	ENSG00000112651	
SERP2	1	ENSG00000151778	
LINC00887	1	ENSG00000214145	
ATXN2L	1	ENSG00000168488	
TMEM259	1	ENSG00000182087	
TTC31	1	ENSG00000115282	
RPL37P2	1	ENSG00000239559	
CHURC1-FNTB	1	ENSG00000125954	
TANK	1	ENSG00000136560	
TMEM150C	1	ENSG00000249242	
AFTPH	1	ENSG00000119844	
INVS	1	ENSG00000119509	
DENND1A	1	ENSG00000119522	
AMZ2P1	1	ENSG00000214174	
PFKFB2	1	ENSG00000123836	
MARCHF9	1	ENSG00000139266	
RNGTT	1	ENSG00000111880	
MRPL3P1	1	ENSG00000215349	
MBD3	1	ENSG00000071655	
TMEM184B	1	ENSG00000198792	
SCAF4	1	ENSG00000156304	
TIMM17A	1	ENSG00000134375	
ATAT1	1	ENSG00000137343	
MOB3C	1	ENSG00000142961	
FIP1L1	1	ENSG00000145216	
PLEKHD1	1	ENSG00000175985	
CLDN9	1	ENSG00000213937	
LYNX1	1	ENSG00000180155	
DENND5B	1	ENSG00000170456	
ZNF514	1	ENSG00000144026	
ZNG1A	1	ENSG00000172785	
GSDME	1	ENSG00000105928	
ATP6V1E1P1	1	ENSG00000225099	
BTF3P10	1	ENSG00000231120	
COX15	1	ENSG00000014919	
DBR1	1	ENSG00000138231	
LHFPL2	1	ENSG00000145685	
GMPR	1	ENSG00000137198	
CAP1	1	ENSG00000131236	
TMEM175	1	ENSG00000127419	
C18orf25	1	ENSG00000152242	
CUTC	1	ENSG00000119929	
IER3IP1	1	ENSG00000134049	
SEM1	1	ENSG00000127922	
GOLGA8B	1	ENSG00000215252	
RRBP1	1	ENSG00000125844	
RASGEF1B	1	ENSG00000138670	
ATP5ME	1	ENSG00000169020	
NECAP2	1	ENSG00000157191	
ZFAND3	1	ENSG00000156639	
NECTIN2	1	ENSG00000130202	
RPL19	1	ENSG00000108298	
EME2	1	ENSG00000197774	
DPH5	1	ENSG00000117543	
CLUHP3	1	ENSG00000131797	
GLG1	1	ENSG00000090863	
URI1	1	ENSG00000105176	
MITD1	1	ENSG00000158411	
KIF2A	1	ENSG00000068796	
DCK	1	ENSG00000156136	
RPS8	1	ENSG00000142937	
RPL36AL	1	ENSG00000165502	
MT-ND1	1	ENSG00000198888	
RHOT2	1	ENSG00000140983	
CCNT2	1	ENSG00000082258	
GPATCH8	1	ENSG00000186566	
PCDHGA12	1	ENSG00000253159	
PANK4	1	ENSG00000157881	
SBNO1	1	ENSG00000139697	
C19orf81	1	ENSG00000235034	
UGP2	1	ENSG00000169764	
ABCF1	1	ENSG00000204574	
HPCAL1	1	ENSG00000115756	
CERCAM	1	ENSG00000167123	
RPSAP9	1	ENSG00000234618	
SYNJ2BP	1	ENSG00000213463	
COQ7	1	ENSG00000167186	
WIPF2	1	ENSG00000171475	
HNRNPA3P6	1	ENSG00000213300	
RHBDL1	1	ENSG00000103269	
UQCRC2	1	ENSG00000140740	
KIF21A	1	ENSG00000139116	
TMEM203	1	ENSG00000187713	
DGCR2	1	ENSG00000070413	
CLASP1	1	ENSG00000074054	
BAZ2A	1	ENSG00000076108	
RUSC1-AS1	1	ENSG00000225855	
GON7	1	ENSG00000170270	
UBE2Q2P1	1	ENSG00000189136	
PUM3	1	ENSG00000080608	
MAGOHB	1	ENSG00000111196	
PIK3IP1	1	ENSG00000100100	
MRPL58	1	ENSG00000167862	
REL	1	ENSG00000162924	
ZNF398	1	ENSG00000197024	
GPR89B	1	ENSG00000188092	
LRRC57	1	ENSG00000180979	
COX19	1	ENSG00000240230	
SEC16A	1	ENSG00000148396	
RNF41	1	ENSG00000181852	
DUS3L	1	ENSG00000141994	
ZNF598	1	ENSG00000167962	
CHFR	1	ENSG00000072609	
DDX5	1	ENSG00000108654	
ARHGEF17	1	ENSG00000110237	
BRI3BP	1	ENSG00000184992	
RGS9	1	ENSG00000108370	
ZSCAN31	1	ENSG00000235109	
PPP4R3A	1	ENSG00000100796	
POLR2E	1	ENSG00000099817	
CCNI	1	ENSG00000118816	
GPR108	1	ENSG00000125734	
KCNK1	1	ENSG00000135750	
TRAPPC2B	1	ENSG00000256060	
L3HYPDH	1	ENSG00000126790	
YPEL2	1	ENSG00000175155	
GJD3	1	ENSG00000183153	
KLHDC2	1	ENSG00000165516	
ZNF546	1	ENSG00000187187	
RHOC	1	ENSG00000155366	
ZDHHC1	1	ENSG00000159714	
GPLD1	1	ENSG00000112293	
PHC1	1	ENSG00000111752	
CGA	1	ENSG00000135346	
CCDC157	1	ENSG00000187860	
ATP5F1D	1	ENSG00000099624	
SIX5	1	ENSG00000177045	
ACADVL	1	ENSG00000072778	
ZFP82	1	ENSG00000181007	
HIGD1AP14	1	ENSG00000248785	
PSMB1	1	ENSG00000008018	
KHDRBS1	1	ENSG00000121774	
SKP1P1	1	ENSG00000231234	
TRPC1	1	ENSG00000144935	
NSMCE2	1	ENSG00000156831	
ANKRD17	1	ENSG00000132466	
ZMYM6	1	ENSG00000163867	
PLEKHM3	1	ENSG00000178385	
PDAP1	1	ENSG00000106244	
MAFB	1	ENSG00000204103	
RAB29	1	ENSG00000117280	
NIBAN1	1	ENSG00000135842	
CMTM6	1	ENSG00000091317	
PLEKHN1	1	ENSG00000187583	
CAPZB	1	ENSG00000077549	
EIF3I	1	ENSG00000084623	
MBD1	1	ENSG00000141644	
ETF1P2	1	ENSG00000240132	
DEDD2	1	ENSG00000160570	
BORCS6	1	ENSG00000196544	
DHX15	1	ENSG00000109606	
M6PR	1	ENSG00000003056	
CLSTN1	1	ENSG00000171603	
RBBP4	1	ENSG00000162521	
KHSRP	1	ENSG00000088247	
GPBP1	1	ENSG00000062194	
ANKRD54	1	ENSG00000100124	
AP3D1	1	ENSG00000065000	
PSMC4	1	ENSG00000013275	
CNOT8	1	ENSG00000155508	
ZNF230	1	ENSG00000159882	
LSM2	1	ENSG00000204392	
BDH2	1	ENSG00000164039	
GUCD1	1	ENSG00000138867	
MYO5A	1	ENSG00000197535	
ZKSCAN2	1	ENSG00000155592	
DNAJC8	1	ENSG00000126698	
ZNF391	1	ENSG00000124613	
TFAP2C	1	ENSG00000087510	
ZFP36	1	ENSG00000128016	
NAT8L	1	ENSG00000185818	
FASTKD5	1	ENSG00000215251	
RPS4XP16	1	ENSG00000224892	
FOXRED2	1	ENSG00000100350	
SELENOK	1	ENSG00000113811	
TFB2M	1	ENSG00000162851	
WWOX	1	ENSG00000186153	
SMIM10L2A	1	ENSG00000178947	
PLXNB2	1	ENSG00000196576	
NFIX	1	ENSG00000008441	
MT-TP	1	ENSG00000210196	
VPS35	1	ENSG00000069329	
GIT1	1	ENSG00000108262	
MRPS5	1	ENSG00000144029	
CPOX	1	ENSG00000080819	
RPS7	1	ENSG00000171863	
CDC42BPB	1	ENSG00000198752	
TPT1P4	1	ENSG00000217027	
ATP5F1CP1	1	ENSG00000224004	
LUC7L2	1	ENSG00000146963	
CTDSPL	1	ENSG00000144677	
MCM3AP	1	ENSG00000160294	
TLK2P1	1	ENSG00000226049	
MICAL1	1	ENSG00000135596	
WDR6	1	ENSG00000178252	
PLEKHG3	1	ENSG00000126822	
KRR1	1	ENSG00000111615	
EDF1	1	ENSG00000107223	
FNIP1	1	ENSG00000217128	
PI4KB	1	ENSG00000143393	
RBM6	1	ENSG00000004534	
DNAI4	1	ENSG00000152763	
DDRGK1	1	ENSG00000198171	
THOC3	1	ENSG00000051596	
SMIM5	1	ENSG00000204323	
HOOK3	1	ENSG00000168172	
DMAC2	1	ENSG00000105341	
FAM184B	1	ENSG00000047662	
DPH6	1	ENSG00000134146	
ZNF333	1	ENSG00000160961	
BICDL2	1	ENSG00000162069	
SUMO2P1	1	ENSG00000235238	
CBR4	1	ENSG00000145439	
DDT	1	ENSG00000099977	
PARD3	1	ENSG00000148498	
ZNF581	1	ENSG00000171425	
NUP153	1	ENSG00000124789	
THBS3	1	ENSG00000169231	
MIB1	1	ENSG00000101752	
ZDHHC9	1	ENSG00000188706	
TXNDC5	1	ENSG00000239264	
SLC35B4	1	ENSG00000205060	
CHCHD3	1	ENSG00000106554	
MARCHF5	1	ENSG00000198060	
ARGLU1	1	ENSG00000134884	
SKAP1	1	ENSG00000141293	
ZBTB21	1	ENSG00000173276	
DLEU1	1	ENSG00000176124	
ECH1	1	ENSG00000104823	
SEMA4F	1	ENSG00000135622	
INTS1	1	ENSG00000164880	
NDUFA2	1	ENSG00000131495	
CRAMP1	1	ENSG00000007545	
RAB6B	1	ENSG00000154917	
ZFR	1	ENSG00000056097	
RBM11	1	ENSG00000185272	
RAC3	1	ENSG00000169750	
ZRANB2	1	ENSG00000132485	
WDR54	1	ENSG00000005448	
ZNF75A	1	ENSG00000162086	
TAOK2	1	ENSG00000149930	
XRCC3	1	ENSG00000126215	
SENP1	1	ENSG00000079387	
SREBF1	1	ENSG00000072310	
PPP1R3B	1	ENSG00000173281	
FZR1	1	ENSG00000105325	
CCDC71L	1	ENSG00000253276	
MEGF8	1	ENSG00000105429	
ABO	1	ENSG00000175164	
ASCC1	1	ENSG00000138303	
PABPN1P2	1	ENSG00000255875	
SAMD4B	1	ENSG00000179134	
PRKCD	1	ENSG00000163932	
RSAD2	1	ENSG00000134321	
GRIN2D	1	ENSG00000105464	
ZBTB24	1	ENSG00000112365	
PTGR3	1	ENSG00000180011	
MAP4K3-DT	1	ENSG00000231312	
BCKDHB	1	ENSG00000083123	
GPR161	1	ENSG00000143147	
ARMC8	1	ENSG00000114098	
ZFP90	1	ENSG00000184939	
CAMTA2	1	ENSG00000108509	
DVL2	1	ENSG00000004975	
ZNF511	1	ENSG00000198546	
TBL1XR1	1	ENSG00000177565	
MMP25	1	ENSG00000008516	
GGA1	1	ENSG00000100083	
CFAP119	1	ENSG00000196118	
RNASEH1	1	ENSG00000171865	
LAS1L	1	ENSG00000001497	
BET1	1	ENSG00000105829	
RAB3A	1	ENSG00000105649	
PDE6B	1	ENSG00000133256	
SLC35F5	1	ENSG00000115084	
PDGFB	1	ENSG00000100311	
C9orf40	1	ENSG00000135045	
PARLP2	1	ENSG00000217648	
PPP4C	1	ENSG00000149923	
AP1B1	1	ENSG00000100280	
SLC25A51	1	ENSG00000122696	
DGCR8	1	ENSG00000128191	
ZNF574	1	ENSG00000105732	
STRADB	1	ENSG00000082146	
ECI1	1	ENSG00000167969	
TTL	1	ENSG00000114999	
RPL8	1	ENSG00000161016	
RPL29P12	1	ENSG00000224993	
NPM1P24	1	ENSG00000215086	
TMEM54	1	ENSG00000121900	
RPLP0	1	ENSG00000089157	
LMNTD2-AS1	1	ENSG00000254815	
SLC25A40	1	ENSG00000075303	
SP6	1	ENSG00000189120	
GTF2A1	1	ENSG00000165417	
ZNF346	1	ENSG00000113761	
REXO5	1	ENSG00000005189	
NBPF3	1	ENSG00000142794	
GCC2	1	ENSG00000135968	
CES4A	1	ENSG00000172824	
HADHA	1	ENSG00000084754	
PSIP1P1	1	ENSG00000234297	
ACADM	1	ENSG00000117054	
SMU1	1	ENSG00000122692	
CNOT2	1	ENSG00000111596	
RNF24	1	ENSG00000101236	
MPHOSPH6	1	ENSG00000135698	
MAP2K7	1	ENSG00000076984	
FBXL15	1	ENSG00000107872	
ZNF70	1	ENSG00000187792	
MTG2	1	ENSG00000101181	
WBP4	1	ENSG00000120688	
MRPS26	1	ENSG00000125901	
RASSF4	1	ENSG00000107551	
MYO18A	1	ENSG00000196535	
ERGIC1	1	ENSG00000113719	
TCEANC2	1	ENSG00000116205	
SNRNP27	1	ENSG00000124380	
OTUD5	1	ENSG00000068308	
ZNF816	1	ENSG00000180257	
CHMP7	1	ENSG00000147457	
SNX3	1	ENSG00000112335	
KNOP1P4	1	ENSG00000232422	
PDE7A	1	ENSG00000205268	
AURKAIP1	1	ENSG00000175756	
WDR83	1	ENSG00000123154	
RALGAPA1	1	ENSG00000174373	
RPS7P11	1	ENSG00000213326	
UBXN2B	1	ENSG00000215114	
NUDCD2	1	ENSG00000170584	
MLPH	1	ENSG00000115648	
NDUFA4	1	ENSG00000189043	
MXD4	1	ENSG00000123933	
DFFA	1	ENSG00000160049	
SLF1	1	ENSG00000133302	
HIF1AN	1	ENSG00000166135	
COPZ2	1	ENSG00000005243	
MAP2K2	1	ENSG00000126934	
QRICH1	1	ENSG00000198218	
ATG4D	1	ENSG00000130734	
FSCN2	1	ENSG00000186765	
ATP5F1EP2	1	ENSG00000180389	
TFAM	1	ENSG00000108064	
FBXL8	1	ENSG00000135722	
ARHGAP27	1	ENSG00000159314	
MT-CYB	1	ENSG00000198727	
GRK6	1	ENSG00000198055	
EIF4HP1	1	ENSG00000233830	
FBRSL1	1	ENSG00000112787	
NAPA	1	ENSG00000105402	
GNG5B	1	ENSG00000133136	
ARL6IP6	1	ENSG00000177917	
CD63	1	ENSG00000135404	
QSOX1	1	ENSG00000116260	
LRFN1	1	ENSG00000128011	
APBA3	1	ENSG00000011132	
CYP1B1	1	ENSG00000138061	
TRPC4AP	1	ENSG00000100991	
VWA1	1	ENSG00000179403	
NAA16	1	ENSG00000172766	
FKBP3	1	ENSG00000100442	
NFATC2	1	ENSG00000101096	
BANP	1	ENSG00000172530	
KMT2E	1	ENSG00000005483	
PXYLP1	1	ENSG00000155893	
ST6GALNAC2	1	ENSG00000070731	
VIPAS39	1	ENSG00000151445	
RBPMS	1	ENSG00000157110	
RBM42	1	ENSG00000126254	
AAMP	1	ENSG00000127837	
AK3	1	ENSG00000147853	
FAM200C	1	ENSG00000221886	
PTP4A3	1	ENSG00000184489	
RP2	1	ENSG00000102218	
SMDT1	1	ENSG00000183172	
COP1	1	ENSG00000143207	
POLR3E	1	ENSG00000058600	
ESPN	1	ENSG00000187017	
DHRS4-AS1	1	ENSG00000215256	
CAPN10	1	ENSG00000142330	
SLC22A15	1	ENSG00000163393	
BCL2L1	1	ENSG00000171552	
ACP6	1	ENSG00000162836	
GADD45G	1	ENSG00000130222	
WBP1P2	1	ENSG00000233205	
ARMCX2	1	ENSG00000184867	
RACGAP1	1	ENSG00000161800	
ZNF584	1	ENSG00000171574	
EFNA4	1	ENSG00000243364	
IPO7P2	1	ENSG00000225674	
WNT3	1	ENSG00000108379	
ATG14	1	ENSG00000126775	
HMGN2P3	1	ENSG00000230330	
TRIB1	1	ENSG00000173334	
CHERP	1	ENSG00000085872	
ACOXL	1	ENSG00000153093	
CAPS2	1	ENSG00000180881	
B2M	1	ENSG00000166710	
YKT6	1	ENSG00000106636	
KLF8	1	ENSG00000102349	
CEP68	1	ENSG00000011523	
POLRMT	1	ENSG00000099821	
WASF3	1	ENSG00000132970	
PHF3	1	ENSG00000118482	
GLMN	1	ENSG00000174842	
SCTR	1	ENSG00000080293	
HERC4	1	ENSG00000148634	
PTGES2	1	ENSG00000148334	
KCNG1	1	ENSG00000026559	
PPP1R9A	1	ENSG00000158528	
TMCO6	1	ENSG00000113119	
PCBD1	1	ENSG00000166228	
LCOR	1	ENSG00000196233	
YWHAEP1	1	ENSG00000232727	
MCTS2	1	ENSG00000101898	
SCYL2P1	1	ENSG00000213090	
KPNA2	1	ENSG00000182481	
THAP2	1	ENSG00000173451	
PSEN2	1	ENSG00000143801	
TIAM2	1	ENSG00000146426	
TIMM9	1	ENSG00000100575	
LINC00963	1	ENSG00000204054	
ATPAF1	1	ENSG00000123472	
H3-5	1	ENSG00000188375	
NPM1P51	1	ENSG00000230913	
EBP	1	ENSG00000147155	
LAMA1	1	ENSG00000101680	
RIGI	1	ENSG00000107201	
CHPF	1	ENSG00000123989	
P2RY8	1	ENSG00000182162	
IQCC	1	ENSG00000160051	
CASP3	1	ENSG00000164305	
BPNT1	1	ENSG00000162813	
PLXNA3	1	ENSG00000130827	
AP1M2	1	ENSG00000129354	
BRPF1	1	ENSG00000156983	
NTMT1	1	ENSG00000148335	
XPNPEP1	1	ENSG00000108039	
CANT1	1	ENSG00000171302	
G3BP1P1	1	ENSG00000235651	
CSNK1E	1	ENSG00000213923	
KAT14	1	ENSG00000149474	
GPR137B	1	ENSG00000077585	
PSMD10	1	ENSG00000101843	
TOMM22	1	ENSG00000100216	
ADPRS	1	ENSG00000116863	
ZNF7	1	ENSG00000147789	
SUPT16H	1	ENSG00000092201	
AK4	1	ENSG00000162433	
NTM	1	ENSG00000182667	
LINC01347	1	ENSG00000214837	
PLEKHG6	1	ENSG00000008323	
DERL2	1	ENSG00000072849	
SNX12	1	ENSG00000147164	
MVB12B	1	ENSG00000196814	
HNRNPUL1	1	ENSG00000105323	
CDON	1	ENSG00000064309	
NIP7	1	ENSG00000132603	
SUCLG2	1	ENSG00000172340	
FAM192BP	1	ENSG00000231841	
MINK1	1	ENSG00000141503	
RNF43	1	ENSG00000108375	
RPL5P34	1	ENSG00000234009	
PMS2P3	1	ENSG00000127957	
SCAF8	1	ENSG00000213079	
UQCC4	1	ENSG00000174109	
NT5DC3	1	ENSG00000111696	
CLDN4	1	ENSG00000189143	
MIGA2	1	ENSG00000148343	
SHC2	1	ENSG00000129946	
TNFRSF10B	1	ENSG00000120889	
EHMT1	1	ENSG00000181090	
HIRIP3	1	ENSG00000149929	
KCNK6	1	ENSG00000099337	
CCDC74A	1	ENSG00000163040	
ALAS1	1	ENSG00000023330	
TARDBP	1	ENSG00000120948	
IAH1	1	ENSG00000134330	
MT-ND6	1	ENSG00000198695	
VTA1	1	ENSG00000009844	
CLDN15	1	ENSG00000106404	
ZBTB9	1	ENSG00000213588	
PPARG	1	ENSG00000132170	
CORO6	1	ENSG00000167549	
SYF2	1	ENSG00000117614	
XRCC1	1	ENSG00000073050	
DGCR6L	1	ENSG00000128185	
UPRT	1	ENSG00000094841	
ARMC9	1	ENSG00000135931	
CBFA2T3	1	ENSG00000129993	
ITPKC	1	ENSG00000086544	
MT-ATP6	1	ENSG00000198899	
HELQ	1	ENSG00000163312	
PDIA3	1	ENSG00000167004	
BAK1	1	ENSG00000030110	
FAM169A	1	ENSG00000198780	
ACSF2	1	ENSG00000167107	
EOLA2-DT	1	ENSG00000235703	
CEP131	1	ENSG00000141577	
TSC2	1	ENSG00000103197	
ABCF2	1	ENSG00000033050	
