NAME	TITLE	SCORE	
SREK1IP1	SREK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26716]	0.12149643	
NUDT21	nudix hydrolase 21 [Source:HGNC Symbol;Acc:HGNC:13870]	0.12114588	
PANK3	pantothenate kinase 3 [Source:HGNC Symbol;Acc:HGNC:19365]	0.12099799	
HMGN1	high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:HGNC:4984]	0.12055769	
TMEM68	transmembrane protein 68 [Source:HGNC Symbol;Acc:HGNC:26510]	0.11946192	
ZKSCAN8	zinc finger with KRAB and SCAN domains 8 [Source:HGNC Symbol;Acc:HGNC:12983]	0.11890165	
ZNF629	zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]	0.11876874	
WASHC2C	WASH complex subunit 2C [Source:HGNC Symbol;Acc:HGNC:23414]	0.11816043	
NUP133	nucleoporin 133 [Source:HGNC Symbol;Acc:HGNC:18016]	0.11783661	
EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1 [Source:HGNC Symbol;Acc:HGNC:16687]	0.11754132	
CFAP298	cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]	0.11754079	
PLA2G12A	phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554]	0.116387285	
EXD2	exonuclease 3'-5' domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20217]	0.11633728	
RPL15	ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]	0.11481835	
REV1	REV1 DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:14060]	0.11453498	
GOLGA4	golgin A4 [Source:HGNC Symbol;Acc:HGNC:4427]	0.1144663	
NAA30	N-alpha-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]	0.11439102	
ZNF844	zinc finger protein 844 [Source:HGNC Symbol;Acc:HGNC:25932]	0.11433342	
SDHAP4	SDHA pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:55782]	0.11429723	
NEU1	neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758]	0.11414425	
RMND5A	required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]	0.114069134	
AGGF1	angiogenic factor with G-patch and FHA domains 1 [Source:HGNC Symbol;Acc:HGNC:24684]	0.11396745	
ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:15772]	0.11370724	
AMZ2	archaelysin family metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:28041]	0.11357043	
UBR7	ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]	0.11346234	
SURF4	surfeit 4 [Source:HGNC Symbol;Acc:HGNC:11476]	0.11336809	
LAMP1	lysosomal associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499]	0.11333809	
NOL3	nucleolar protein 3 [Source:HGNC Symbol;Acc:HGNC:7869]	0.112990394	
C2orf69	chromosome 2 open reading frame 69 [Source:HGNC Symbol;Acc:HGNC:26799]	0.11280399	
RUFY3	RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]	0.112509675	
CNOT6L	CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042]	0.1124978	
ZNF146	zinc finger protein 146 [Source:HGNC Symbol;Acc:HGNC:12931]	0.11243746	
STAT2	signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]	0.11208238	
TMEM33	transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541]	0.11197344	
RETREG2	reticulophagy regulator family member 2 [Source:HGNC Symbol;Acc:HGNC:28450]	0.11190391	
GOLM2	golgi membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:24892]	0.11166765	
AP2B1P1	AP2B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55017]	0.11162199	
NCKAP1	NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]	0.111594	
P4HB	prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548]	0.11151451	
SLC25A36	solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554]	0.111372136	
REPS1	RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15578]	0.111279875	
ZFYVE21	zinc finger FYVE-type containing 21 [Source:HGNC Symbol;Acc:HGNC:20760]	0.11105925	
PCM1	pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]	0.11025297	
PFDN5	prefoldin subunit 5 [Source:HGNC Symbol;Acc:HGNC:8869]	0.11006181	
SCAMP1	secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10563]	0.10974384	
PARP16	poly(ADP-ribose) polymerase family member 16 [Source:HGNC Symbol;Acc:HGNC:26040]	0.10970618	
HIBADH	3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907]	0.10968194	
NECAP1	NECAP endocytosis associated 1 [Source:HGNC Symbol;Acc:HGNC:24539]	0.10966306	
RBBP4P1	RBBP4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42368]	0.109572254	
CARNMT1	carnosine N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23435]	0.10950374	
TRAPPC8	trafficking protein particle complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:29169]	0.1092426	
ZNF248	zinc finger protein 248 [Source:HGNC Symbol;Acc:HGNC:13041]	0.10898904	
MRPL19	mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052]	0.108697385	
GATD3	glutamine amidotransferase class 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1273]	0.108573735	
SERP1	stress associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:10759]	0.10853873	
BTF3L4P2	basic transcription factor 3 like 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39646]	0.108384505	
ERG28	ergosterol biosynthesis 28 homolog [Source:HGNC Symbol;Acc:HGNC:1187]	0.10825812	
RBM33	RNA binding motif protein 33 [Source:HGNC Symbol;Acc:HGNC:27223]	0.10822162	
POLR1F	RNA polymerase I subunit F [Source:HGNC Symbol;Acc:HGNC:18027]	0.108134404	
KBTBD7	kelch repeat and BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:25266]	0.10796492	
BLTP3A	bridge-like lipid transfer protein family member 3A [Source:HGNC Symbol;Acc:HGNC:21216]	0.10762226	
ABI2	abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]	0.10748131	
CACUL1	CDK2 associated cullin domain 1 [Source:HGNC Symbol;Acc:HGNC:23727]	0.107102	
ARHGAP5	Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675]	0.10707459	
RHOT1	ras homolog family member T1 [Source:HGNC Symbol;Acc:HGNC:21168]	0.10693021	
ERLEC1	endoplasmic reticulum lectin 1 [Source:HGNC Symbol;Acc:HGNC:25222]	0.10684713	
MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:HGNC Symbol;Acc:HGNC:19267]	0.10672742	
PHF10	PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]	0.10666783	
NEK1	NIMA related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744]	0.10665082	
RO60	Ro60, Y RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11313]	0.10658455	
PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]	0.10644026	
ETAA1	ETAA1 activator of ATR kinase [Source:HGNC Symbol;Acc:HGNC:24648]	0.10596631	
H3P16	H3 histone pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:42982]	0.1057929	
VDAC2P5	VDAC2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:54753]	0.10574467	
SEPTIN3	septin 3 [Source:HGNC Symbol;Acc:HGNC:10750]	0.10562564	
PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:HGNC Symbol;Acc:HGNC:9276]	0.105311856	
STX6	syntaxin 6 [Source:HGNC Symbol;Acc:HGNC:11441]	0.10499755	
DHRS4	dehydrogenase/reductase 4 [Source:HGNC Symbol;Acc:HGNC:16985]	0.104879655	
LONP2	lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]	0.10483444	
COPS7A	COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758]	0.104611255	
RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:9888]	0.10444043	
KDELR1	KDEL endoplasmic reticulum protein retention receptor 1 [Source:HGNC Symbol;Acc:HGNC:6304]	0.103779376	
MINPP1	multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102]	0.10374705	
ZNF451	zinc finger protein 451 [Source:HGNC Symbol;Acc:HGNC:21091]	0.10354834	
MON1B	MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]	0.103266366	
NCSTN	nicastrin [Source:HGNC Symbol;Acc:HGNC:17091]	0.103139035	
RBAK	RB associated KRAB zinc finger [Source:HGNC Symbol;Acc:HGNC:17680]	0.10279353	
IBTK	inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]	0.10277703	
MYNN	myoneurin [Source:HGNC Symbol;Acc:HGNC:14955]	0.102762535	
STX7	syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442]	0.10267702	
HM13	histocompatibility minor 13 [Source:HGNC Symbol;Acc:HGNC:16435]	0.10264394	
MTMR14	myotubularin related protein 14 [Source:HGNC Symbol;Acc:HGNC:26190]	0.10257973	
GORASP2	golgi reassembly stacking protein 2 [Source:HGNC Symbol;Acc:HGNC:17500]	0.102358945	
MAP3K2	mitogen-activated protein kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6854]	0.10226065	
SACM1L	SAC1 like phosphatidylinositide phosphatase [Source:HGNC Symbol;Acc:HGNC:17059]	0.10212308	
DNAL1	dynein axonemal light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247]	0.102026574	
AP2B1	adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]	0.10197701	
ZNF24	zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]	0.10186192	
ZNF562	zinc finger protein 562 [Source:HGNC Symbol;Acc:HGNC:25950]	0.10184163	
PRDM4	PR/SET domain 4 [Source:HGNC Symbol;Acc:HGNC:9348]	0.10137811	
RAB11FIP3	RAB11 family interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:17224]	0.101247385	
ZNF211	zinc finger protein 211 [Source:HGNC Symbol;Acc:HGNC:13003]	0.10104422	
SATB1	SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]	0.10099823	
TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18157]	0.1007196	
TRMT1L	tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782]	0.100501224	
TMEM209	transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898]	0.1003811	
TXNDC12	thioredoxin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:24626]	0.10024531	
INSR	insulin receptor [Source:HGNC Symbol;Acc:HGNC:6091]	0.10021188	
FKBP9	FKBP prolyl isomerase 9 [Source:HGNC Symbol;Acc:HGNC:3725]	0.10018429	
DAP3	death associated protein 3 [Source:HGNC Symbol;Acc:HGNC:2673]	0.100116305	
MGME1	mitochondrial genome maintenance exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:16205]	0.09984754	
LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]	0.09966805	
ARL2BP	ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]	0.09960212	
NDUFA5	NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]	0.09956452	
ST13P6	ST13, Hsp70 interacting protein pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:18557]	0.09930052	
RNF13	ring finger protein 13 [Source:HGNC Symbol;Acc:HGNC:10057]	0.09915114	
CERS4	ceramide synthase 4 [Source:HGNC Symbol;Acc:HGNC:23747]	0.09909753	
TMPO	thymopoietin [Source:HGNC Symbol;Acc:HGNC:11875]	0.09907209	
RIMOC1	RAB7A interacting MON1-CCZ1 complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:27750]	0.09906969	
SSBL2P	small RNA binding exonuclease protection factor La like 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:54972]	0.09887169	
CDC40	cell division cycle 40 [Source:HGNC Symbol;Acc:HGNC:17350]	0.09881532	
GSE1	Gse1 coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:28979]	0.098566584	
TPR	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]	0.09849932	
PAXBP1	PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579]	0.098398335	
C19orf25	chromosome 19 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:26711]	0.09825809	
SLC25A10	solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]	0.098202914	
PAIP2B	poly(A) binding protein interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:29200]	0.098174214	
NPM1P7	nucleophosmin 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:7927]	0.09798716	
SMAP1	small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651]	0.09782426	
NADK2	NAD kinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26404]	0.09780976	
PITHD1	PITH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25022]	0.09773172	
ZNF587	zinc finger protein 587 [Source:HGNC Symbol;Acc:HGNC:30955]	0.09770433	
IRF2BP2	interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]	0.09699285	
MTOR	mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]	0.096785836	
FGD4	FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]	0.09643277	
MORC3	MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]	0.09629021	
PDE4A	phosphodiesterase 4A [Source:HGNC Symbol;Acc:HGNC:8780]	0.0958255	
GOLM1	golgi membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15451]	0.09574108	
TAF1	TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:11535]	0.095705435	
NFE2L1	NFE2 like bZIP transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7781]	0.095685095	
CDS2	CDP-diacylglycerol synthase 2 [Source:HGNC Symbol;Acc:HGNC:1801]	0.0956712	
NUDT16L1	nudix hydrolase 16 like 1 [Source:HGNC Symbol;Acc:HGNC:28154]	0.09560048	
TMED7	transmembrane p24 trafficking protein 7 [Source:HGNC Symbol;Acc:HGNC:24253]	0.09534089	
TRMT2B	tRNA methyltransferase 2 homolog B [Source:HGNC Symbol;Acc:HGNC:25748]	0.09528909	
MID1IP1	MID1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20715]	0.09494634	
TMEM263	transmembrane protein 263 [Source:HGNC Symbol;Acc:HGNC:28281]	0.09482713	
DOCK3	dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]	0.0947852	
FAM199X	family with sequence similarity 199, X-linked [Source:HGNC Symbol;Acc:HGNC:25195]	0.09465762	
PABPN1P1	PABPN1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54988]	0.094471596	
RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:HGNC:28206]	0.09436038	
NAPG	NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]	0.09424668	
BCL2L2	BCL2 like 2 [Source:HGNC Symbol;Acc:HGNC:995]	0.09419085	
PABPC3	poly(A) binding protein cytoplasmic 3 [Source:HGNC Symbol;Acc:HGNC:8556]	0.09414666	
EIF1	eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]	0.09387442	
TOMM70	translocase of outer mitochondrial membrane 70 [Source:HGNC Symbol;Acc:HGNC:11985]	0.09361891	
ZNF526	zinc finger protein 526 [Source:HGNC Symbol;Acc:HGNC:29415]	0.093545735	
PEX11A	peroxisomal biogenesis factor 11 alpha [Source:HGNC Symbol;Acc:HGNC:8852]	0.09349641	
CASD1	CAS1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16014]	0.09348224	
NOMO3	NODAL modulator 3 [Source:HGNC Symbol;Acc:HGNC:25242]	0.09336709	
PHF8	PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672]	0.09324529	
ECPAS	Ecm29 proteasome adaptor and scaffold [Source:HGNC Symbol;Acc:HGNC:29020]	0.09316394	
FIG4	FIG4 phosphoinositide 5-phosphatase [Source:HGNC Symbol;Acc:HGNC:16873]	0.093155906	
PTPRA	protein tyrosine phosphatase receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]	0.093044735	
RNF146	ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]	0.09302185	
PIGX	phosphatidylinositol glycan anchor biosynthesis class X [Source:HGNC Symbol;Acc:HGNC:26046]	0.09289683	
SRP9P1	signal recognition particle 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23402]	0.092795484	
MIS18A	MIS18 kinetochore protein A [Source:HGNC Symbol;Acc:HGNC:1286]	0.092622995	
RNF14	ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]	0.0925459	
KXD1	KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420]	0.092522345	
GLOD4	glyoxalase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:14111]	0.09238215	
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:326]	0.09236451	
GXYLT1	glucoside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27482]	0.09212905	
ANKRD13C	ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:HGNC:25374]	0.09200643	
COPZ1	COPI coat complex subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:2243]	0.09198535	
ZNF112	zinc finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12892]	0.09177192	
PIAS1	protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752]	0.09168639	
MED13	mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]	0.09160186	
AKR1A1	aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380]	0.09150627	
PHF20	PHD finger protein 20 [Source:HGNC Symbol;Acc:HGNC:16098]	0.09135491	
VPS45	vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579]	0.09129478	
TRIM33	tripartite motif containing 33 [Source:HGNC Symbol;Acc:HGNC:16290]	0.091271065	
GABARAPL2	GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]	0.09124132	
PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]	0.09101299	
TCEA2	transcription elongation factor A2 [Source:HGNC Symbol;Acc:HGNC:11614]	0.09095246	
HDHD3	haloacid dehalogenase like hydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28171]	0.090929694	
LONRF1	LON peptidase N-terminal domain and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:26302]	0.09076895	
TOMM20	translocase of outer mitochondrial membrane 20 [Source:HGNC Symbol;Acc:HGNC:20947]	0.09076115	
SLC25A46	solute carrier family 25 member 46 [Source:HGNC Symbol;Acc:HGNC:25198]	0.090492256	
NDFIP1	Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592]	0.09017166	
PPIP5K2	diphosphoinositol pentakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:29035]	0.09015789	
OGDH	oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124]	0.08998657	
LATS1	large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:HGNC:6514]	0.08982847	
SLC30A5	solute carrier family 30 member 5 [Source:HGNC Symbol;Acc:HGNC:19089]	0.089644685	
PNPO	pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260]	0.08951086	
RB1CC1	RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]	0.08935376	
TBC1D16	TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356]	0.08929326	
TPRA1	transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413]	0.0892413	
CTSB	cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]	0.08922828	
NIF3L1	NGG1 interacting factor 3 like 1 [Source:HGNC Symbol;Acc:HGNC:13390]	0.089179344	
WDR24	WD repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:20852]	0.08892562	
EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3289]	0.08878137	
EXOC2	exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968]	0.08845223	
AGFG1	ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175]	0.08843798	
ZNF793	zinc finger protein 793 [Source:HGNC Symbol;Acc:HGNC:33115]	0.08840743	
NUDCD3	NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]	0.08837593	
ARHGAP21	Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]	0.08833347	
DPY19L4	dpy-19 like 4 [Source:HGNC Symbol;Acc:HGNC:27829]	0.08816215	
SEPTIN8	septin 8 [Source:HGNC Symbol;Acc:HGNC:16511]	0.08785116	
ZBTB6	zinc finger and BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16764]	0.08776624	
KIAA2026	KIAA2026 [Source:HGNC Symbol;Acc:HGNC:23378]	0.087748796	
TRAM1	translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]	0.08770411	
TWF1P1	twinfilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21736]	0.08766986	
MNT	MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188]	0.08766363	
TMCO1	transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:18188]	0.087610394	
OSBPL2	oxysterol binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:15761]	0.08759391	
PAX1	paired box 1 [Source:HGNC Symbol;Acc:HGNC:8615]	0.08758668	
MYSM1	Myb like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:HGNC:29401]	0.08755938	
SLC35A5	solute carrier family 35 member A5 [Source:HGNC Symbol;Acc:HGNC:20792]	0.08754015	
NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]	0.08750044	
EYA3	EYA transcriptional coactivator and phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3521]	0.08745743	
INTS10	integrator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:25548]	0.08744697	
TBC1D9B	TBC1 domain family member 9B [Source:HGNC Symbol;Acc:HGNC:29097]	0.087364204	
CASP7	caspase 7 [Source:HGNC Symbol;Acc:HGNC:1508]	0.08733496	
FBXL4	F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]	0.08723298	
PEX19	peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713]	0.087146595	
USP12	ubiquitin specific peptidase 12 [Source:HGNC Symbol;Acc:HGNC:20485]	0.08693336	
UTP15	UTP15 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:25758]	0.08683079	
ACSL1	acyl-CoA synthetase long chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569]	0.08676134	
RPL23P8	ribosomal protein L23 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36225]	0.08674104	
RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:16207]	0.08672768	
CRAT	carnitine O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2342]	0.086391486	
AKR7A2	aldo-keto reductase family 7 member A2 [Source:HGNC Symbol;Acc:HGNC:389]	0.086379156	
RPL3P2	ribosomal protein L3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17834]	0.08636238	
IRF5	interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]	0.086320624	
TANGO2	transport and golgi organization 2 homolog [Source:HGNC Symbol;Acc:HGNC:25439]	0.08625894	
CPD	carboxypeptidase D [Source:HGNC Symbol;Acc:HGNC:2301]	0.08624597	
CSF1R	colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433]	0.086046636	
TLK1	tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]	0.0859163	
SENP5	SUMO specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407]	0.0857318	
TMEM230	transmembrane protein 230 [Source:HGNC Symbol;Acc:HGNC:15876]	0.08566497	
CLK2	CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]	0.08558971	
EPS15	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]	0.08548905	
SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]	0.08539344	
ABHD13	abhydrolase domain containing 13 [Source:HGNC Symbol;Acc:HGNC:20293]	0.08538745	
CSPP1	centrosome and spindle pole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26193]	0.08525326	
SHISA5	shisa family member 5 [Source:HGNC Symbol;Acc:HGNC:30376]	0.0852195	
KRCC1	lysine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039]	0.084748454	
MSX2	msh homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7392]	0.08452061	
WASL	WASP like actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12735]	0.0844503	
DTX3	deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]	0.08438839	
STMP1	short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]	0.08433599	
TMED3	transmembrane p24 trafficking protein 3 [Source:HGNC Symbol;Acc:HGNC:28889]	0.08415768	
UBE2W	ubiquitin conjugating enzyme E2 W [Source:HGNC Symbol;Acc:HGNC:25616]	0.08406825	
